['bmh', 'classic', 'dark_background', 'fast', 'fivethirtyeight', 'ggplot', 'grayscale', 'seaborn-bright', 'seaborn-colorblind', 'seaborn-dark-palette', 'seaborn-dark', 'seaborn-darkgrid', 'seaborn-deep', 'seaborn-muted', 'seaborn-notebook', 'seaborn-paper', 'seaborn-pastel', 'seaborn-poster', 'seaborn-talk', 'seaborn-ticks', 'seaborn-white', 'seaborn-whitegrid', 'seaborn', 'Solarize_Light2', '_classic_test']
         828034 function calls (814815 primitive calls) in 2.234 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 animation.py:634(FFMpegWriter)
        1    0.000    0.000    0.000    0.000 animation.py:655(FFMpegFileWriter)
        1    0.000    0.000    0.000    0.000 animation.py:676(AVConvBase)
        1    0.000    0.000    0.000    0.000 animation.py:693(AVConvWriter)
        1    0.000    0.000    0.000    0.000 animation.py:703(AVConvFileWriter)
        1    0.000    0.000    0.000    0.000 animation.py:715(MencoderBase)
        1    0.000    0.000    0.000    0.000 animation.py:754(MencoderWriter)
        1    0.000    0.000    0.000    0.000 animation.py:772(MencoderFileWriter)
        1    0.000    0.000    0.000    0.000 animation.py:792(ImageMagickBase)
        1    0.000    0.000    0.000    0.000 animation.py:810(_init_from_registry)
        2    0.000    0.000    0.000    0.000 animation.py:828(isAvailable)
        1    0.000    0.000    0.000    0.000 animation.py:848(ImageMagickWriter)
        1    0.000    0.000    0.000    0.000 animation.py:868(ImageMagickFileWriter)
        1    0.000    0.000    0.000    0.000 animation.py:905(HTMLWriter)
        1    0.000    0.000    0.000    0.000 animation.py:910(isAvailable)
        1    0.000    0.000    0.015    0.015 archive_util.py:4(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1005(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1024(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1052(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1146(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1200(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1220(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1527(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1561(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1581(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:200(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:637(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:648(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:659(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:676(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:709(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:729(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:738(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:829(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:864(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:887(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:904(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:921(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:958(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:984(_CountAction)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1047(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1060(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1070(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1089(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1096(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1104(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1130(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1162(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1167(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1177(StructureFormat)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1404(set_string_function)
        1    0.000    0.000    0.000    0.000 arrayprint.py:402(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:412(decorating_function)
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:752(FloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:892(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:899(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 art3d.py:107(Line3D)
        2    0.000    0.000    0.000    0.000 art3d.py:119(set_3d_properties)
        4    0.000    0.000    0.001    0.000 art3d.py:133(draw)
        2    0.000    0.000    0.000    0.000 art3d.py:141(line_2d_to_3d)
        1    0.000    0.000    0.000    0.000 art3d.py:199(Line3DCollection)
        3    0.000    0.000    0.000    0.000 art3d.py:204(__init__)
        9    0.000    0.000    0.000    0.000 art3d.py:215(set_segments)
        6    0.000    0.000    0.001    0.000 art3d.py:222(do_3d_projection)
        6    0.000    0.000    0.001    0.000 art3d.py:227(<listcomp>)
        6    0.000    0.000    0.000    0.000 art3d.py:229(<listcomp>)
        6    0.000    0.000    0.003    0.000 art3d.py:238(draw)
        1    0.000    0.000    0.000    0.000 art3d.py:251(Patch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:287(PathPatch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:340(Patch3DCollection)
       12    0.000    0.000    0.000    0.000 art3d.py:40(norm_text_angle)
        1    0.000    0.000    0.000    0.000 art3d.py:408(Path3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:502(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:63(Text3D)
        2    0.000    0.000    0.000    0.000 art3d.py:722(juggle_axes)
        1    0.000    0.000    0.001    0.001 art3d.py:8(<module>)
        1    0.000    0.000    0.006    0.006 artist.py:1(<module>)
       35    0.000    0.000    0.000    0.000 artist.py:1065(mouseover)
        1    0.000    0.000    0.000    0.000 artist.py:1081(ArtistInspector)
       11    0.000    0.000    0.003    0.000 artist.py:1087(__init__)
       11    0.000    0.000    0.003    0.000 artist.py:1108(get_aliases)
       11    0.001    0.000    0.001    0.000 artist.py:1120(<listcomp>)
      394    0.001    0.000    0.003    0.000 artist.py:1137(get_valid_values)
       11    0.002    0.000    0.014    0.001 artist.py:1166(_get_setters_and_targets)
     1443    0.000    0.000    0.001    0.000 artist.py:1201(is_alias)
      394    0.000    0.000    0.000    0.000 artist.py:1211(aliased_name)
       44    0.000    0.000    0.000    0.000 artist.py:1222(<listcomp>)
       11    0.000    0.000    0.018    0.002 artist.py:1244(pprint_setters)
       11    0.000    0.000    0.021    0.002 artist.py:1485(kwdoc)
        6    0.000    0.000    0.000    0.000 artist.py:177(have_units)
     2615    0.001    0.000    0.004    0.000 artist.py:184(convert_xunits)
     2612    0.001    0.000    0.003    0.000 artist.py:193(convert_yunits)
    10842    0.002    0.000    0.002    0.000 artist.py:202(axes)
     1384    0.000    0.000    0.000    0.000 artist.py:210(axes)
19270/17166    0.010    0.000    0.016    0.000 artist.py:230(stale)
     3816    0.002    0.000    0.006    0.000 artist.py:288(pchanged)
       35    0.000    0.000    0.000    0.000 artist.py:296(is_transform_set)
     1171    0.001    0.000    0.003    0.000 artist.py:303(set_transform)
     1352    0.001    0.000    0.001    0.000 artist.py:318(get_transform)
       22    0.000    0.000    0.000    0.000 artist.py:37(allow_rasterization)
    490/2    0.001    0.000    0.204    0.102 artist.py:47(draw_wrapper)
      324    0.000    0.000    0.000    0.000 artist.py:492(get_gid)
      154    0.000    0.000    0.000    0.000 artist.py:508(get_snap)
      154    0.000    0.000    0.000    0.000 artist.py:548(get_sketch_params)
      324    0.000    0.000    0.000    0.000 artist.py:611(get_path_effects)
        1    0.000    0.000    0.000    0.000 artist.py:614(get_figure)
     1233    0.001    0.000    0.003    0.000 artist.py:618(set_figure)
       12    0.000    0.000    0.000    0.000 artist.py:644(set_clip_box)
       72    0.000    0.000    0.009    0.000 artist.py:658(set_clip_path)
     1465    0.001    0.000    0.005    0.000 artist.py:66(_stale_axes_callback)
      112    0.000    0.000    0.000    0.000 artist.py:712(get_alpha)
      590    0.000    0.000    0.000    0.000 artist.py:719(get_visible)
    19354    0.003    0.000    0.003    0.000 artist.py:723(get_animated)
        8    0.000    0.000    0.000    0.000 artist.py:735(get_clip_path)
        1    0.000    0.000    0.000    0.000 artist.py:74(Artist)
      324    0.000    0.000    0.000    0.000 artist.py:768(_set_gc_clip)
      980    0.000    0.000    0.000    0.000 artist.py:778(get_rasterized)
      980    0.000    0.000    0.000    0.000 artist.py:799(get_agg_filter)
      183    0.000    0.000    0.001    0.000 artist.py:825(set_alpha)
       16    0.000    0.000    0.000    0.000 artist.py:840(set_visible)
     1003    0.002    0.000    0.008    0.000 artist.py:868(update)
     1144    0.005    0.000    0.009    0.000 artist.py:87(__init__)
      603    0.001    0.000    0.004    0.000 artist.py:872(_update_property)
     1003    0.001    0.000    0.004    0.000 artist.py:901(<listcomp>)
        8    0.000    0.000    0.000    0.000 artist.py:911(get_label)
       12    0.000    0.000    0.000    0.000 artist.py:915(set_label)
        8    0.000    0.000    0.000    0.000 artist.py:935(get_zorder)
      385    0.000    0.000    0.001    0.000 artist.py:939(set_zorder)
     1161    0.000    0.000    0.000    0.000 artist.py:956(sticky_edges)
      255    0.001    0.000    0.002    0.000 artist.py:979(update_from)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:266(NodeTransformer)
        1    0.000    0.000    0.000    0.000 axes3d.py:1036(mouse_init)
        1    0.000    0.000    0.007    0.007 axes3d.py:1086(cla)
        1    0.000    0.000    0.003    0.003 axes3d.py:11(<module>)
      221    0.000    0.000    0.000    0.000 axes3d.py:1177(_on_move)
        1    0.000    0.000    0.000    0.000 axes3d.py:1233(set_zlabel)
        3    0.000    0.000    0.000    0.000 axes3d.py:1298(grid)
        2    0.000    0.000    0.000    0.000 axes3d.py:138(set_axis_on)
        2    0.000    0.000    0.000    0.000 axes3d.py:1405(tick_params)
        6    0.000    0.000    0.000    0.000 axes3d.py:1453(zaxis_inverted)
        6    0.000    0.000    0.000    0.000 axes3d.py:1463(get_zbound)
        6    0.000    0.000    0.000    0.000 axes3d.py:1478(set_zbound)
       14    0.000    0.000    0.000    0.000 axes3d.py:150(convert_zunits)
        2    0.000    0.000    0.004    0.002 axes3d.py:1519(plot)
       22    0.000    0.000    0.001    0.000 axes3d.py:160(_process_unit_info)
        1    0.000    0.000    0.000    0.000 axes3d.py:187(set_top_view)
        1    0.000    0.000    0.008    0.008 axes3d.py:200(_init_axis)
        2    0.000    0.000    0.000    0.000 axes3d.py:215(get_children)
        2    0.000    0.000    0.000    0.000 axes3d.py:218(_get_axis_list)
       12    0.000    0.000    0.000    0.000 axes3d.py:221(unit_cube)
       12    0.000    0.000    0.000    0.000 axes3d.py:228(tunit_cube)
        2    0.000    0.000    0.088    0.044 axes3d.py:253(draw)
        1    0.000    0.000    0.000    0.000 axes3d.py:2546(set_title)
        2    0.000    0.000    0.000    0.000 axes3d.py:341(set_autoscale_on)
        2    0.000    0.000    0.000    0.000 axes3d.py:353(set_autoscalez_on)
        4    0.000    0.000    0.000    0.000 axes3d.py:42(unit_bbox)
        1    0.000    0.000    0.000    0.000 axes3d.py:47(Axes3D)
        2    0.000    0.000    0.001    0.001 axes3d.py:484(auto_scale_xyz)
        6    0.000    0.000    0.003    0.001 axes3d.py:503(autoscale_view)
        6    0.000    0.000    0.000    0.000 axes3d.py:534(<listcomp>)
        1    0.000    0.000    0.017    0.017 axes3d.py:54(__init__)
        6    0.000    0.000    0.000    0.000 axes3d.py:553(<listcomp>)
        6    0.000    0.000    0.000    0.000 axes3d.py:572(<listcomp>)
       12    0.000    0.000    0.000    0.000 axes3d.py:589(get_w_lims)
        7    0.000    0.000    0.001    0.000 axes3d.py:604(set_xlim3d)
        7    0.000    0.000    0.001    0.000 axes3d.py:656(set_ylim3d)
        7    0.000    0.000    0.000    0.000 axes3d.py:708(set_zlim3d)
        1    0.000    0.000    0.000    0.000 axes3d.py:76(<listcomp>)
       36    0.000    0.000    0.000    0.000 axes3d.py:760(get_xlim3d)
       36    0.000    0.000    0.000    0.000 axes3d.py:770(get_ylim3d)
       33    0.000    0.000    0.000    0.000 axes3d.py:780(get_zlim3d)
        1    0.000    0.000    0.000    0.000 axes3d.py:947(view_init)
        1    0.000    0.000    0.000    0.000 axes3d.py:972(set_proj_type)
        2    0.000    0.000    0.001    0.000 axes3d.py:989(get_proj)
       12    0.000    0.000    0.009    0.001 axis.py:1064(_get_tick_bboxes)
       12    0.000    0.000    0.104    0.009 axis.py:1125(draw)
       51    0.000    0.000    0.007    0.000 axis.py:1300(_copy_tick_props)
       48    0.000    0.000    0.000    0.000 axis.py:1320(get_major_locator)
      160    0.000    0.000    0.000    0.000 axis.py:1328(get_major_formatter)
       18    0.000    0.000    0.045    0.003 axis.py:1336(get_major_ticks)
       12    0.000    0.000    0.000    0.000 axis.py:1359(get_minor_ticks)
       18    0.000    0.000    0.000    0.000 axis.py:1383(grid)
       53    0.000    0.000    0.001    0.000 axis.py:1425(update_units)
       42    0.000    0.000    0.000    0.000 axis.py:1447(_update_axisinfo)
       49    0.000    0.000    0.000    0.000 axis.py:1481(have_units)
      198    0.000    0.000    0.002    0.000 axis.py:1484(convert_units)
       42    0.000    0.000    0.000    0.000 axis.py:1494(set_units)
       51    0.000    0.000    0.001    0.000 axis.py:1518(set_label_text)
       60    0.000    0.000    0.000    0.000 axis.py:1531(set_major_formatter)
       60    0.000    0.000    0.000    0.000 axis.py:1542(set_minor_formatter)
       60    0.000    0.000    0.000    0.000 axis.py:1553(set_major_locator)
       60    0.000    0.000    0.000    0.000 axis.py:1564(set_minor_locator)
      177    0.000    0.000    0.000    0.000 axis.py:170(_set_labelrotation)
        1    0.000    0.000    0.000    0.000 axis.py:1720(XAxis)
   109/97    0.000    0.000    0.079    0.001 axis.py:1743(_get_tick)
        6    0.000    0.000    0.001    0.000 axis.py:1750(_get_label)
        6    0.000    0.000    0.000    0.000 axis.py:1768(_get_offset_text)
       12    0.000    0.000    0.003    0.000 axis.py:1783(_get_pixel_distance_along_axis)
        6    0.000    0.000    0.002    0.000 axis.py:1834(_update_label_position)
        6    0.000    0.000    0.001    0.000 axis.py:1872(_update_offset_text_position)
      177    0.000    0.000    0.000    0.000 axis.py:193(get_tick_padding)
       24    0.000    0.000    0.000    0.000 axis.py:1995(get_view_interval)
       38    0.000    0.000    0.000    0.000 axis.py:2020(get_minpos)
       18    0.000    0.000    0.014    0.001 axis.py:2054(get_tick_space)
        1    0.000    0.000    0.000    0.000 axis.py:2067(YAxis)
       28    0.000    0.000    0.007    0.000 axis.py:209(set_clip_path)
    68/56    0.000    0.000    0.049    0.001 axis.py:2092(_get_tick)
        3    0.000    0.000    0.000    0.000 axis.py:2099(_get_label)
        3    0.000    0.000    0.000    0.000 axis.py:2119(_get_offset_text)
       12    0.000    0.000    0.001    0.000 axis.py:2135(_get_pixel_distance_along_axis)
        6    0.000    0.000    0.001    0.000 axis.py:2180(_update_label_position)
        6    0.000    0.000    0.000    0.000 axis.py:2218(_update_offset_text_position)
       24    0.000    0.000    0.000    0.000 axis.py:2352(get_view_interval)
       15    0.000    0.000    0.000    0.000 axis.py:2378(get_minpos)
       28    0.000    0.000    0.000    0.000 axis.py:239(get_pad)
        6    0.000    0.000    0.004    0.001 axis.py:2412(get_tick_space)
       86    0.000    0.000    0.059    0.001 axis.py:267(draw)
        1    0.000    0.000    0.000    0.000 axis.py:28(Tick)
       86    0.000    0.000    0.001    0.000 axis.py:289(set_label1)
        1    0.000    0.000    0.001    0.001 axis.py:3(<module>)
       86    0.000    0.000    0.001    0.000 axis.py:300(set_label2)
      885    0.001    0.000    0.003    0.000 axis.py:309(_set_artist_props)
       30    0.000    0.000    0.000    0.000 axis.py:316(_apply_params)
       30    0.000    0.000    0.000    0.000 axis.py:318(<listcomp>)
       30    0.000    0.000    0.000    0.000 axis.py:321(<listcomp>)
       30    0.000    0.000    0.000    0.000 axis.py:341(<dictcomp>)
       30    0.000    0.000    0.000    0.000 axis.py:354(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:378(XTick)
      109    0.000    0.000    0.002    0.000 axis.py:385(_get_text1_transform)
      109    0.000    0.000    0.002    0.000 axis.py:388(_get_text2_transform)
      109    0.000    0.000    0.001    0.000 axis.py:391(apply_tickdir)
      109    0.000    0.000    0.010    0.000 axis.py:405(_get_text1)
      109    0.000    0.000    0.008    0.000 axis.py:422(_get_text2)
  109/103    0.001    0.000    0.021    0.000 axis.py:438(_get_tick1line)
  109/103    0.001    0.000    0.020    0.000 axis.py:449(_get_tick2line)
      109    0.001    0.000    0.020    0.000 axis.py:464(_get_gridline)
      139    0.000    0.000    0.001    0.000 axis.py:479(update_position)
        1    0.000    0.000    0.000    0.000 axis.py:500(YTick)
       68    0.000    0.000    0.001    0.000 axis.py:507(_get_text1_transform)
       68    0.000    0.000    0.002    0.000 axis.py:510(_get_text2_transform)
       68    0.000    0.000    0.001    0.000 axis.py:513(apply_tickdir)
       68    0.000    0.000    0.006    0.000 axis.py:528(_get_text1)
       68    0.000    0.000    0.006    0.000 axis.py:543(_get_text2)
    68/62    0.000    0.000    0.014    0.000 axis.py:558(_get_tick1line)
    68/62    0.000    0.000    0.014    0.000 axis.py:573(_get_tick2line)
       68    0.000    0.000    0.013    0.000 axis.py:587(_get_gridline)
       96    0.000    0.000    0.001    0.000 axis.py:602(update_position)
        1    0.000    0.000    0.000    0.000 axis.py:623(Ticker)
        1    0.000    0.000    0.000    0.000 axis.py:628(Axis)
        9    0.000    0.000    0.018    0.002 axis.py:642(__init__)
  177/153    0.002    0.000    0.127    0.001 axis.py:68(__init__)
       38    0.000    0.000    0.000    0.000 axis.py:704(get_transform)
       76    0.000    0.000    0.000    0.000 axis.py:707(get_scale)
       18    0.000    0.000    0.002    0.000 axis.py:710(_set_scale)
       53    0.000    0.000    0.000    0.000 axis.py:719(limit_range_for_scale)
        9    0.000    0.000    0.000    0.000 axis.py:729(unit_data)
       42    0.000    0.000    0.083    0.002 axis.py:742(cla)
    54/42    0.000    0.000    0.077    0.002 axis.py:780(reset_ticks)
       18    0.000    0.000    0.000    0.000 axis.py:792(set_tick_params)
       18    0.000    0.000    0.000    0.000 axis.py:822(_translate_tick_kw)
        8    0.000    0.000    0.008    0.001 axis.py:873(set_clip_path)
      102    0.000    0.000    0.000    0.000 axis.py:908(_set_artist_props)
       94    0.000    0.000    0.039    0.000 axis.py:913(iter_ticks)
       12    0.000    0.000    0.001    0.000 axis.py:920(<listcomp>)
       12    0.000    0.000    0.000    0.000 axis.py:926(<listcomp>)
       12    0.000    0.000    0.044    0.004 axis.py:966(_update_ticks)
        3    0.000    0.000    0.002    0.001 axis3d.py:118(init3d)
        6    0.000    0.000    0.020    0.003 axis3d.py:148(get_major_ticks)
        6    0.000    0.000    0.000    0.000 axis3d.py:158(set_pane_pos)
        3    0.000    0.000    0.000    0.000 axis3d.py:164(set_pane_color)
        3    0.000    0.000    0.000    0.000 axis3d.py:172(set_rotate_label)
        6    0.000    0.000    0.000    0.000 axis3d.py:180(get_rotate_label)
       12    0.000    0.000    0.001    0.000 axis3d.py:186(_get_coord_info)
       24    0.000    0.000    0.000    0.000 axis3d.py:20(get_flip_min_max)
       12    0.000    0.000    0.000    0.000 axis3d.py:203(<listcomp>)
       12    0.000    0.000    0.000    0.000 axis3d.py:205(<listcomp>)
        6    0.000    0.000    0.002    0.000 axis3d.py:209(draw_pane)
        6    0.000    0.000    0.000    0.000 axis3d.py:220(<listcomp>)
        6    0.001    0.000    0.072    0.012 axis3d.py:226(draw)
        6    0.000    0.000    0.000    0.000 axis3d.py:243(<listcomp>)
        6    0.000    0.000    0.000    0.000 axis3d.py:246(<listcomp>)
       40    0.000    0.000    0.000    0.000 axis3d.py:26(move_from_center)
       28    0.000    0.000    0.001    0.000 axis3d.py:39(tick_update_position)
       30    0.000    0.000    0.000    0.000 axis3d.py:450(get_view_interval)
        1    0.000    0.000    0.000    0.000 axis3d.py:470(XAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:475(YAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:480(ZAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:5(<module>)
        1    0.000    0.000    0.000    0.000 axis3d.py:53(Axis)
        3    0.000    0.000    0.007    0.002 axis3d.py:72(__init__)
       58    0.000    0.000    0.002    0.000 backend_agg.py:116(draw_markers)
        6    0.000    0.000    0.001    0.000 backend_agg.py:119(draw_path_collection)
        1    0.000    0.000    0.000    0.000 backend_agg.py:122(_update_methods)
      148    0.000    0.000    0.008    0.000 backend_agg.py:137(draw_path)
      112    0.001    0.000    0.017    0.000 backend_agg.py:183(draw_text)
        1    0.000    0.000    0.002    0.002 backend_agg.py:21(<module>)
       90    0.000    0.000    0.030    0.000 backend_agg.py:214(get_text_width_height_descent)
      112    0.000    0.000    0.000    0.000 backend_agg.py:261(get_canvas_width_height)
      202    0.001    0.000    0.027    0.000 backend_agg.py:265(_get_agg_font)
      116    0.000    0.000    0.000    0.000 backend_agg.py:280(points_to_pixels)
        1    0.000    0.000    0.000    0.000 backend_agg.py:296(clear)
       10    0.000    0.000    0.000    0.000 backend_agg.py:299(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 backend_agg.py:398(FigureCanvasAgg)
        2    0.000    0.000    0.205    0.102 backend_agg.py:418(draw)
        2    0.000    0.000    0.001    0.000 backend_agg.py:436(get_renderer)
      202    0.000    0.000    0.000    0.000 backend_agg.py:55(get_hinting_flag)
        1    0.000    0.000    0.000    0.000 backend_agg.py:599(_BackendAgg)
        1    0.000    0.000    0.000    0.000 backend_agg.py:67(RendererAgg)
        1    0.000    0.000    0.000    0.000 backend_agg.py:86(__init__)
      324    0.000    0.000    0.000    0.000 backend_bases.py:1000(get_snap)
      318    0.000    0.000    0.000    0.000 backend_bases.py:1013(set_alpha)
      148    0.000    0.000    0.000    0.000 backend_bases.py:1029(set_antialiased)
      206    0.000    0.000    0.000    0.000 backend_bases.py:1040(set_capstyle)
       74    0.000    0.000    0.000    0.000 backend_bases.py:1049(set_clip_rectangle)
      324    0.000    0.000    0.000    0.000 backend_bases.py:1055(set_clip_path)
      148    0.000    0.000    0.001    0.000 backend_bases.py:1067(set_dashes)
      636    0.000    0.000    0.001    0.000 backend_bases.py:1087(set_foreground)
      206    0.000    0.000    0.000    0.000 backend_bases.py:1104(set_joinstyle)
      206    0.000    0.000    0.000    0.000 backend_bases.py:1113(set_linewidth)
      152    0.000    0.000    0.000    0.000 backend_bases.py:1130(set_url)
      212    0.000    0.000    0.000    0.000 backend_bases.py:1142(set_snap)
      324    0.000    0.000    0.000    0.000 backend_bases.py:1161(get_hatch)
      324    0.000    0.000    0.000    0.000 backend_bases.py:1167(get_hatch_path)
      324    0.000    0.000    0.000    0.000 backend_bases.py:1176(get_hatch_color)
      324    0.000    0.000    0.000    0.000 backend_bases.py:1188(get_hatch_linewidth)
      324    0.000    0.000    0.000    0.000 backend_bases.py:1194(get_sketch_params)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1241(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:139(_Backend)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1393(Event)
      225    0.000    0.000    0.000    0.000 backend_bases.py:1411(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1417(IdleEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1425(DrawEvent)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1448(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1453(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1469(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1474(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1479(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1483(LocationEvent)
      221    0.002    0.000    0.196    0.001 backend_bases.py:1520(__init__)
      221    0.001    0.000    0.187    0.001 backend_bases.py:1536(<listcomp>)
      221    0.000    0.000    0.000    0.000 backend_bases.py:1557(_update_enter_leave)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1584(MouseEvent)
      221    0.001    0.000    0.197    0.001 backend_bases.py:1628(__init__)
        1    0.000    0.000    0.085    0.085 backend_bases.py:163(new_figure_manager)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1647(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1691(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1731(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1777(__init__)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1800(is_saving)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1844(draw_event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1850(resize_event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1858(close_event)
        1    0.000    0.000    1.545    1.545 backend_bases.py:188(show)
      221    0.001    0.000    0.215    0.001 backend_bases.py:1961(motion_notify_event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2069(get_width_height)
        2    0.000    0.000    0.000    0.000 backend_bases.py:222(export)
        9    0.000    0.000    0.000    0.000 backend_bases.py:2339(mpl_connect)
        2    0.000    0.000    0.000    0.000 backend_bases.py:234(Show)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2393(mpl_disconnect)
        1    0.000    0.000    0.000    0.000 backend_bases.py:242(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:253(RendererBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2639(NonGuiException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2643(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2662(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2719(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 backend_bases.py:273(__init__)
      444    0.000    0.000    0.000    0.000 backend_bases.py:277(open_group)
        1    0.000    0.000    0.010    0.010 backend_bases.py:2779(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2803(update_stack)
      444    0.000    0.000    0.000    0.000 backend_bases.py:284(close_group)
      221    0.000    0.000    0.000    0.000 backend_bases.py:2868(_set_cursor)
      221    0.001    0.000    0.014    0.000 backend_bases.py:2883(mouse_move)
       80    0.000    0.000    0.000    0.000 backend_bases.py:2893(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3017(push_current)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3021(<dictcomp>)
