['bmh', 'classic', 'dark_background', 'fast', 'fivethirtyeight', 'ggplot', 'grayscale', 'seaborn-bright', 'seaborn-colorblind', 'seaborn-dark-palette', 'seaborn-dark', 'seaborn-darkgrid', 'seaborn-deep', 'seaborn-muted', 'seaborn-notebook', 'seaborn-paper', 'seaborn-pastel', 'seaborn-poster', 'seaborn-talk', 'seaborn-ticks', 'seaborn-white', 'seaborn-whitegrid', 'seaborn', 'Solarize_Light2', '_classic_test']
         828034 function calls (814815 primitive calls) in 2.234 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 textpath.py:35(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:417(TextPath)
       71    0.000    0.000    0.001    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.002    0.002 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        3    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 ticker.py:1047(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1063(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1133(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1153(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1178(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1304(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1413(Locator)
       24    0.000    0.000    0.000    0.000 ticker.py:1459(raise_if_exceeds)
        1    0.000    0.000    0.000    0.000 ticker.py:1513(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1542(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1588(NullLocator)
       12    0.000    0.000    0.000    0.000 ticker.py:1593(__call__)
       12    0.000    0.000    0.000    0.000 ticker.py:1596(tick_values)
        1    0.000    0.000    0.000    0.000 ticker.py:1608(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:165(<module>)
       48    0.000    0.000    0.000    0.000 ticker.py:1681(closeto)
        1    0.000    0.000    0.000    0.000 ticker.py:1688(Base)
       48    0.000    0.000    0.000    0.000 ticker.py:1690(__init__)
       24    0.000    0.000    0.000    0.000 ticker.py:1702(le)
       24    0.000    0.000    0.000    0.000 ticker.py:1718(ge)
        1    0.000    0.000    0.000    0.000 ticker.py:1729(MultipleLocator)
       24    0.000    0.000    0.000    0.000 ticker.py:1775(scale_range)
        1    0.000    0.000    0.000    0.000 ticker.py:1786(MaxNLocator)
       60    0.000    0.000    0.005    0.000 ticker.py:1797(__init__)
       60    0.000    0.000    0.002    0.000 ticker.py:1843(_validate_steps)
      120    0.001    0.000    0.002    0.000 ticker.py:1862(_staircase)
      120    0.000    0.000    0.005    0.000 ticker.py:1870(set_params)
       24    0.001    0.000    0.021    0.001 ticker.py:1900(_raw_ticks)
       24    0.000    0.000    0.021    0.001 ticker.py:1951(__call__)
       24    0.000    0.000    0.021    0.001 ticker.py:1955(tick_values)
       33    0.000    0.000    0.000    0.000 ticker.py:1972(view_limits)
       48    0.000    0.000    0.000    0.000 ticker.py:201(_divmod)
        1    0.000    0.000    0.000    0.000 ticker.py:2026(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:213(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:2221(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:239(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:2391(LogitLocator)
      240    0.000    0.000    0.000    0.000 ticker.py:242(set_axis)
        1    0.000    0.000    0.000    0.000 ticker.py:2483(AutoLocator)
       60    0.000    0.000    0.005    0.000 ticker.py:2484(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:2494(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2555(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:260(Formatter)
       12    0.000    0.000    0.000    0.000 ticker.py:293(set_locs)
        1    0.000    0.000    0.000    0.000 ticker.py:313(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:335(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:346(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:379(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:399(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:418(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:439(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:490(ScalarFormatter)
       60    0.000    0.000    0.000    0.000 ticker.py:502(__init__)
       60    0.000    0.000    0.000    0.000 ticker.py:526(set_useOffset)
       60    0.000    0.000    0.000    0.000 ticker.py:550(set_useMathText)
      128    0.000    0.000    0.000    0.000 ticker.py:558(fix_minus)
      110    0.000    0.000    0.001    0.000 ticker.py:567(__call__)
      160    0.000    0.000    0.000    0.000 ticker.py:604(format_data_short)
       18    0.000    0.000    0.000    0.000 ticker.py:624(get_offset)
       18    0.000    0.000    0.002    0.000 ticker.py:656(set_locs)
       18    0.000    0.000    0.000    0.000 ticker.py:669(_compute_offset)
       18    0.000    0.000    0.000    0.000 ticker.py:711(_set_orderOfMagnitude)
       18    0.000    0.000    0.001    0.000 ticker.py:737(_set_format)
      110    0.000    0.000    0.000    0.000 ticker.py:772(pprint_val)
        1    0.000    0.000    0.000    0.000 ticker.py:811(LogFormatter)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.001    0.001 tkagg.py:1(<module>)
        2    0.000    0.000    0.021    0.010 tkagg.py:11(blit)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        7    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
       11    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
       11    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        7    0.000    0.000    0.001    0.000 tokenize.py:448(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        1    0.000    0.000    0.003    0.003 traceback.py:189(format_stack)
       23    0.000    0.000    0.007    0.000 traceback.py:196(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
       86    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:27(format_list)
      116    0.000    0.000    0.004    0.000 traceback.py:279(line)
      109    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
       23    0.000    0.000    0.007    0.000 traceback.py:313(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:361(from_list)
        1    0.000    0.000    0.000    0.000 traceback.py:381(format)
        1    0.000    0.000    0.000    0.000 traceback.py:426(TracebackException)
        1    0.000    0.000    0.000    0.000 trajectory.py:1(<module>)
        2    0.000    0.000    0.000    0.000 trajectory.py:37(_set_using_xyz)
        1    0.000    0.000    0.000    0.000 trajectory.py:5(Trajectory)
        2    0.000    0.000    0.000    0.000 trajectory.py:61(calculate_trajectory)
        2    0.000    0.000    0.000    0.000 trajectory.py:7(__init__)
       10    0.000    0.000    0.000    0.000 transforms.py:1004(set)
        1    0.000    0.000    0.000    0.000 transforms.py:1028(TransformedBbox)
       81    0.000    0.000    0.000    0.000 transforms.py:1034(__init__)
      329    0.000    0.000    0.001    0.000 transforms.py:1059(get_points)
        1    0.000    0.000    0.000    0.000 transforms.py:1098(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1223(Transform)
     3531    0.004    0.000    0.013    0.000 transforms.py:124(invalidate)
     2356    0.002    0.000    0.018    0.000 transforms.py:1266(__add__)
       16    0.000    0.000    0.000    0.000 transforms.py:1294(_iter_break_from_left_to_right)
       48    0.000    0.000    0.000    0.000 transforms.py:1307(depth)
        8    0.000    0.000    0.000    0.000 transforms.py:1321(contains_branch)
        8    0.000    0.000    0.000    0.000 transforms.py:1341(contains_branch_seperately)
4052/3531    0.007    0.000    0.010    0.000 transforms.py:135(_invalidate_internal)
      300    0.001    0.000    0.008    0.000 transforms.py:1410(transform)
        3    0.000    0.000    0.000    0.000 transforms.py:1495(get_matrix)
      286    0.001    0.000    0.009    0.000 transforms.py:1503(transform_point)
       12    0.000    0.000    0.001    0.000 transforms.py:1517(transform_path)
       12    0.000    0.000    0.000    0.000 transforms.py:1528(transform_path_affine)
      152    0.000    0.000    0.002    0.000 transforms.py:1540(transform_path_non_affine)
     5924    0.010    0.000    0.012    0.000 transforms.py:162(set_children)
        1    0.000    0.000    0.000    0.000 transforms.py:1626(TransformWrapper)
        8    0.000    0.000    0.000    0.000 transforms.py:1642(__init__)
        8    0.000    0.000    0.000    0.000 transforms.py:1654(_init)
        8    0.000    0.000    0.000    0.000 transforms.py:1661(__eq__)
        6    0.000    0.000    0.000    0.000 transforms.py:1696(frozen)
       15    0.000    0.000    0.000    0.000 transforms.py:1700(_set)
        7    0.000    0.000    0.001    0.000 transforms.py:1717(set)
      560    0.000    0.000    0.000    0.000 transforms.py:1737(_get_is_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1750(AffineBase)
    10833    0.009    0.000    0.015    0.000 transforms.py:1757(__init__)
     1160    0.001    0.000    0.001    0.000 transforms.py:1761(__array__)
    29/26    0.000    0.000    0.000    0.000 transforms.py:1773(__eq__)
      437    0.000    0.000    0.002    0.000 transforms.py:1778(transform)
       12    0.000    0.000    0.000    0.000 transforms.py:1795(transform_path_affine)
      891    0.000    0.000    0.000    0.000 transforms.py:1804(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1809(Affine2DBase)
     4674    0.007    0.000    0.040    0.000 transforms.py:1830(frozen)
       32    0.000    0.000    0.000    0.000 transforms.py:1834(_get_is_separable)
      449    0.001    0.000    0.002    0.000 transforms.py:1858(transform_affine)
       25    0.000    0.000    0.000    0.000 transforms.py:1865(transform_point)
      313    0.000    0.000    0.002    0.000 transforms.py:1885(inverted)
        1    0.000    0.000    0.000    0.000 transforms.py:1897(Affine2D)
     6784    0.007    0.000    0.031    0.000 transforms.py:1902(__init__)
     6952    0.002    0.000    0.002    0.000 transforms.py:1939(get_matrix)
     1011    0.007    0.000    0.013    0.000 transforms.py:1996(rotate)
     1011    0.001    0.000    0.015    0.000 transforms.py:2012(rotate_deg)
      966    0.003    0.000    0.036    0.000 transforms.py:2032(rotate_deg_around)
     1932    0.004    0.000    0.020    0.000 transforms.py:2044(translate)
      515    0.001    0.000    0.006    0.000 transforms.py:2058(scale)
        1    0.000    0.000    0.000    0.000 transforms.py:2115(IdentityTransform)
       86    0.000    0.000    0.000    0.000 transforms.py:2129(get_matrix)
       48    0.000    0.000    0.000    0.000 transforms.py:2133(transform)
       24    0.000    0.000    0.000    0.000 transforms.py:2153(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2161(BlendedGenericTransform)
        8    0.000    0.000    0.000    0.000 transforms.py:2174(__init__)
      116    0.000    0.000    0.000    0.000 transforms.py:2214(_get_is_affine)
      268    0.000    0.000    0.001    0.000 transforms.py:2229(transform_non_affine)
      268    0.000    0.000    0.000    0.000 transforms.py:2261(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2278(BlendedAffine2D)
       25    0.000    0.000    0.000    0.000 transforms.py:2288(__init__)
        8    0.000    0.000    0.000    0.000 transforms.py:2318(__eq__)
      156    0.000    0.000    0.000    0.000 transforms.py:2334(get_matrix)
       33    0.000    0.000    0.000    0.000 transforms.py:2351(blended_transform_factory)
        1    0.000    0.000    0.000    0.000 transforms.py:2365(CompositeGenericTransform)
     2522    0.005    0.000    0.012    0.000 transforms.py:2375(__init__)
 1780/890    0.005    0.000    0.059    0.000 transforms.py:2399(frozen)
  347/159    0.000    0.000    0.001    0.000 transforms.py:2407(_invalidate_internal)
    27/19    0.000    0.000    0.000    0.000 transforms.py:2422(__eq__)
       16    0.000    0.000    0.000    0.000 transforms.py:2428(_iter_break_from_left_to_right)
    32/16    0.000    0.000    0.000    0.000 transforms.py:2434(depth)
 1204/811    0.001    0.000    0.001    0.000 transforms.py:2438(_get_is_affine)
      300    0.000    0.000    0.006    0.000 transforms.py:2453(transform_affine)
      344    0.000    0.000    0.001    0.000 transforms.py:2457(transform_non_affine)
       60    0.000    0.000    0.000    0.000 transforms.py:2467(transform_path_non_affine)
  626/366    0.002    0.000    0.006    0.000 transforms.py:2477(get_affine)
  208/104    0.000    0.000    0.003    0.000 transforms.py:2485(inverted)
        1    0.000    0.000    0.000    0.000 transforms.py:2494(CompositeAffine2D)
     1780    0.004    0.000    0.010    0.000 transforms.py:2501(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:251(BboxBase)
     1780    0.003    0.000    0.007    0.000 transforms.py:2545(get_matrix)
     4136    0.007    0.000    0.030    0.000 transforms.py:2556(composite_transform_factory)
        1    0.000    0.000    0.000    0.000 transforms.py:2583(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2627(BboxTransformTo)
      971    0.002    0.000    0.005    0.000 transforms.py:2635(__init__)
2017/2013    0.003    0.000    0.013    0.000 transforms.py:2652(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2667(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2691(BboxTransformFrom)
        4    0.000    0.000    0.000    0.000 transforms.py:2698(__init__)
      133    0.000    0.000    0.000    0.000 transforms.py:2711(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2728(ScaledTranslation)
      358    0.001    0.000    0.002    0.000 transforms.py:2733(__init__)
      124    0.000    0.000    0.000    0.000 transforms.py:2744(get_matrix)
       30    0.000    0.000    0.000    0.000 transforms.py:275(frozen)
        1    0.000    0.000    0.000    0.000 transforms.py:2757(TransformedPath)
      160    0.000    0.000    0.001    0.000 transforms.py:2770(__init__)
      166    0.001    0.000    0.004    0.000 transforms.py:2787(_revalidate)
       98    0.000    0.000    0.001    0.000 transforms.py:279(__array__)
       58    0.000    0.000    0.002    0.000 transforms.py:2801(get_transformed_points_and_affine)
      108    0.000    0.000    0.004    0.000 transforms.py:2812(get_transformed_path_and_affine)
      166    0.000    0.000    0.001    0.000 transforms.py:2828(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2832(TransformedPatchPath)
      152    0.001    0.000    0.001    0.000 transforms.py:2872(nonsingular)
        6    0.000    0.000    0.000    0.000 transforms.py:289(x0)
       82    0.000    0.000    0.000    0.000 transforms.py:2926(interval_contains)
       12    0.000    0.000    0.000    0.000 transforms.py:298(y0)
        1    0.000    0.000    0.001    0.001 transforms.py:30(<module>)
        6    0.000    0.000    0.000    0.000 transforms.py:334(p1)
      142    0.000    0.000    0.001    0.000 transforms.py:343(xmin)
      142    0.000    0.000    0.001    0.000 transforms.py:350(ymin)
      142    0.000    0.000    0.001    0.000 transforms.py:357(xmax)
      148    0.000    0.000    0.001    0.000 transforms.py:364(ymax)
      203    0.000    0.000    0.000    0.000 transforms.py:385(intervalx)
      161    0.000    0.000    0.000    0.000 transforms.py:393(intervaly)
        5    0.000    0.000    0.000    0.000 transforms.py:402(width)
      227    0.001    0.000    0.001    0.000 transforms.py:411(height)
       12    0.000    0.000    0.000    0.000 transforms.py:420(size)
      920    0.004    0.000    0.007    0.000 transforms.py:429(bounds)
        1    0.000    0.000    0.000    0.000 transforms.py:55(TransformNode)
       58    0.000    0.000    0.001    0.000 transforms.py:689(translated)
       60    0.000    0.000    0.005    0.000 transforms.py:718(union)
       60    0.000    0.000    0.001    0.000 transforms.py:725(<listcomp>)
       60    0.000    0.000    0.001    0.000 transforms.py:726(<listcomp>)
       60    0.000    0.000    0.001    0.000 transforms.py:727(<listcomp>)
       60    0.000    0.000    0.001    0.000 transforms.py:728(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:744(Bbox)
     1261    0.005    0.000    0.012    0.000 transforms.py:749(__init__)
       76    0.000    0.000    0.001    0.000 transforms.py:780(unit)
        4    0.000    0.000    0.000    0.000 transforms.py:788(null)
     1013    0.001    0.000    0.019    0.000 transforms.py:796(from_bounds)
     1017    0.002    0.000    0.018    0.000 transforms.py:806(from_extents)
    14898    0.008    0.000    0.008    0.000 transforms.py:83(__init__)
       12    0.000    0.000    0.000    0.000 transforms.py:866(update_from_path)
        4    0.000    0.000    0.000    0.000 transforms.py:902(update_from_data_xy)
        1    0.000    0.000    0.001    0.001 transforms.py:951(p1)
       30    0.000    0.000    0.000    0.000 transforms.py:956(intervalx)
       23    0.000    0.000    0.000    0.000 transforms.py:961(intervaly)
       50    0.000    0.000    0.000    0.000 transforms.py:978(minposx)
       27    0.000    0.000    0.000    0.000 transforms.py:982(minposy)
     1959    0.001    0.000    0.001    0.000 transforms.py:986(get_points)
        1    0.000    0.000    0.002    0.002 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:11(Triangulation)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:12(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trifinder.py:11(TriFinder)
        1    0.000    0.000    0.000    0.000 trifinder.py:29(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1019(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1087(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1096(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1180(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1238(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:19(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:241(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:297(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:601(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:14(TriRefiner)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:51(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 tritools.py:13(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
     1469    0.007    0.000    0.009    0.000 twodim_base.py:140(eye)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
       88    0.000    0.000    0.000    0.000 type_check.py:147(imag)
       88    0.000    0.000    0.000    0.000 type_check.py:220(isreal)
        1    0.000    0.000    0.055    0.055 type_check.py:3(<module>)
      215    0.000    0.000    0.000    0.000 types.py:135(__get__)
        1    0.000    0.000    0.000    0.000 tz.py:1035(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1046(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1128(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1497(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 tz.py:158(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:276(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:32(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:321(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:334(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:768(tzrange)
        1    0.000    0.000    0.000    0.000 tz.py:88(tzoffset)
        1    0.000    0.000    0.003    0.003 tz.py:9(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:929(tzstr)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 units.py:116(Registry)
        1    0.000    0.000    0.000    0.000 units.py:120(__init__)
  333/251    0.001    0.000    0.003    0.000 units.py:124(get_converter)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
        1    0.000    0.000    0.000    0.000 units.py:53(AxisInfo)
        1    0.000    0.000    0.000    0.000 units.py:74(ConversionInterface)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:18(get_platform)
        1    0.000    0.000    0.002    0.002 util.py:5(<module>)
        1    0.000    0.000    0.000    0.000 util.py:540(Mixin2to3)
        1    0.000    0.000    0.003    0.003 util.py:55(find_library)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1590(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1623(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1850(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1891(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1956(suppress_warnings)
        1    0.000    0.000    0.001    0.001 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:42(KnownFailureException)
        2    0.000    0.000    0.010    0.005 utils.py:5(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        4    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
        1    0.000    0.000    0.004    0.004 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:58(UUID)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        8    0.000    0.000    0.000    0.000 version.py:302(__init__)
        8    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        8    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        4    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        4    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        4    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        5    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
       26    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
       26    0.000    0.000    0.000    0.000 warnings.py:449(__enter__)
       26    0.000    0.000    0.000    0.000 warnings.py:468(__exit__)
        3    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:288(update)
       42    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:356(remove)
        7    0.000    0.000    0.000    0.000 weakref.py:371(_commit_removals)
       40    0.000    0.000    0.000    0.000 weakref.py:406(__setitem__)
       40    0.000    0.000    0.000    0.000 weakref.py:431(__contains__)
       14    0.000    0.000    0.000    0.000 weakref.py:438(items)
        5    0.000    0.000    0.000    0.000 weakref.py:445(keys)
        1    0.000    0.000    0.000    0.000 weakref.py:487(update)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1086(SubplotTool)
        1    0.000    0.000    0.000    0.000 widgets.py:1235(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:1326(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:139(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:1446(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:1675(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:1890(ToolHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:1949(RectangleSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2376(EllipseSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2447(LassoSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2534(PolygonSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:265(Slider)
        1    0.000    0.000    0.000    0.000 widgets.py:2747(Lasso)
        1    0.000    0.000    0.000    0.000 widgets.py:28(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:38(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:478(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:633(TextBox)
        1    0.000    0.000    0.000    0.000 widgets.py:66(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:938(RadioButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:97(AxesWidget)
        1    0.000    0.000    0.000    0.000 win.py:116(tzwinbase)
        1    0.000    0.000    0.000    0.000 win.py:190(tzwin)
        1    0.000    0.000    0.001    0.001 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 win.py:237(tzwinlocal)
        1    0.000    0.000    0.000    0.000 win.py:26(_settzkeyname)
        1    0.000    0.000    0.000    0.000 win.py:40(tzres)
        8    0.000    0.000    0.000    0.000 windowing.py:21(GetForegroundWindow)
